user_id,name,location,genre_preferences,instruments,primary_role,skill_level,years_of_experience,languages,activity,ratings_feedback,privacy_settings
MUS2257,William Garcia,Seattle,"['Reggae', 'Pop', 'Blues']","['Piano', 'Piano']",Lyricist,Advanced,11,"['English', 'French', 'Portuguese']","{'last_login': '2025-02-10', 'total_projects_created': 27, 'songs_uploaded': 36, 'profile_views': 161}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 33']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS9002,Olivia Brown,Houston,"['Classical', 'Rock', 'Blues']","['Piano', 'Guitar']",Composer,Advanced,9,['Italian'],"{'last_login': '2025-02-28', 'total_projects_created': 17, 'songs_uploaded': 2, 'profile_views': 4698}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 80', 'Review 76', 'Review 72']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS1925,Emma Johnson,Austin,"['Jazz', 'Rock', 'Rock']","['Guitar', 'Guitar']",Singer,Professional,20,['Japanese'],"{'last_login': '2025-02-23', 'total_projects_created': 23, 'songs_uploaded': 30, 'profile_views': 3067}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 84']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS2426,Noah Martinez,Chicago,['EDM'],"['Drums', 'Drums']",Singer,Beginner,9,['Portuguese'],"{'last_login': '2025-02-7', 'total_projects_created': 19, 'songs_uploaded': 54, 'profile_views': 3978}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 94', 'Review 48']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS4267,Noah Miller,Austin,"['Folk', 'Jazz', 'Rock']",['Drums'],Singer,Professional,15,"['Italian', 'Portuguese']","{'last_login': '2025-02-18', 'total_projects_created': 15, 'songs_uploaded': 54, 'profile_views': 4594}","{'average_collaboration_rating': 4.5, 'reviews': ['Review 48', 'Review 38']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS9719,William Martinez,Seattle,"['Folk', 'Rock']","['Piano', 'Guitar']",Singer,Intermediate,4,"['English', 'Japanese', 'Spanish']","{'last_login': '2025-02-28', 'total_projects_created': 18, 'songs_uploaded': 39, 'profile_views': 3586}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 25', 'Review 70']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8825,Liam Miller,Seattle,['Blues'],"['Bass', 'Synthesizer']",Producer,Professional,3,['English'],"{'last_login': '2025-02-23', 'total_projects_created': 2, 'songs_uploaded': 27, 'profile_views': 410}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 99', 'Review 15']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS2636,Sophia Rodriguez,New York,['Rock'],"['Saxophone', 'Bass']",Sound Engineer,Intermediate,3,"['Italian', 'French']","{'last_login': '2025-02-26', 'total_projects_created': 12, 'songs_uploaded': 81, 'profile_views': 3899}","{'average_collaboration_rating': 5.0, 'reviews': ['Review 30']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS1664,Noah Davis,San Francisco,"['Hip-Hop', 'Jazz']",['Piano'],Sound Engineer,Professional,3,['French'],"{'last_login': '2025-02-27', 'total_projects_created': 5, 'songs_uploaded': 2, 'profile_views': 2756}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 87', 'Review 81']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS4407,Benjamin Smith,Los Angeles,"['Rock', 'Pop']","['Piano', 'Bass']",Lyricist,Intermediate,13,['Portuguese'],"{'last_login': '2025-02-5', 'total_projects_created': 26, 'songs_uploaded': 33, 'profile_views': 1080}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 32', 'Review 34']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6789,Emma Davis,Houston,"['Jazz', 'Reggae']",['Drums'],Singer,Advanced,20,"['Japanese', 'French', 'Spanish']","{'last_login': '2025-02-25', 'total_projects_created': 7, 'songs_uploaded': 20, 'profile_views': 4071}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 20', 'Review 27']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS5917,Emma Garcia,San Francisco,"['Pop', 'Pop']",['Guitar'],Singer,Intermediate,25,"['French', 'Spanish']","{'last_login': '2025-02-3', 'total_projects_created': 28, 'songs_uploaded': 92, 'profile_views': 2653}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 90', 'Review 73']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS8850,William Rodriguez,Boston,['Pop'],"['Violin', 'Violin']",Singer,Professional,14,"['Spanish', 'Japanese']","{'last_login': '2025-02-2', 'total_projects_created': 34, 'songs_uploaded': 60, 'profile_views': 2414}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 4']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS2650,Liam Rodriguez,Los Angeles,['Rock'],"['Piano', 'Guitar']",Lyricist,Advanced,11,['French'],"{'last_login': '2025-02-27', 'total_projects_created': 49, 'songs_uploaded': 37, 'profile_views': 779}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 75', 'Review 80']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS6946,Benjamin Garcia,San Francisco,"['EDM', 'Reggae', 'Classical']",['Drums'],Singer,Professional,21,"['German', 'Portuguese']","{'last_login': '2025-02-17', 'total_projects_created': 33, 'songs_uploaded': 45, 'profile_views': 1363}","{'average_collaboration_rating': 3.8, 'reviews': ['Review 30', 'Review 63']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6578,Sophia Jones,Boston,"['Jazz', 'Metal', 'Classical']","['Drums', 'Piano']",Singer,Advanced,10,"['Italian', 'French', 'Spanish']","{'last_login': '2025-02-17', 'total_projects_created': 45, 'songs_uploaded': 45, 'profile_views': 4359}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 14', 'Review 47']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS1946,Liam Jones,Denver,"['Pop', 'Blues']","['Drums', 'Drums']",Singer,Intermediate,21,"['Portuguese', 'Spanish', 'French']","{'last_login': '2025-02-14', 'total_projects_created': 33, 'songs_uploaded': 39, 'profile_views': 479}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 65']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS1048,Liam Brown,Austin,['EDM'],"['Bass', 'Violin']",Multi-Instrumentalist,Professional,22,"['Spanish', 'Italian']","{'last_login': '2025-02-27', 'total_projects_created': 33, 'songs_uploaded': 28, 'profile_views': 2509}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 72', 'Review 50', 'Review 54']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS5491,Noah Garcia,Miami,['Folk'],['Piano'],Singer,Professional,4,"['English', 'Japanese']","{'last_login': '2025-02-3', 'total_projects_created': 33, 'songs_uploaded': 86, 'profile_views': 4658}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 80']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8494,Olivia Miller,Austin,"['Rock', 'EDM']",['Guitar'],Singer,Advanced,14,"['Japanese', 'Spanish', 'English']","{'last_login': '2025-02-8', 'total_projects_created': 50, 'songs_uploaded': 69, 'profile_views': 508}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 68', 'Review 23', 'Review 32']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS8374,Benjamin Smith,San Francisco,['Rock'],['Drums'],Singer,Advanced,22,['English'],"{'last_login': '2025-02-10', 'total_projects_created': 8, 'songs_uploaded': 10, 'profile_views': 2742}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 61']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7323,Ava Martinez,Miami,"['Rock', 'Classical']",['Guitar'],Producer,Advanced,29,"['German', 'French', 'Portuguese']","{'last_login': '2025-02-15', 'total_projects_created': 37, 'songs_uploaded': 34, 'profile_views': 2321}","{'average_collaboration_rating': 3.6, 'reviews': ['Review 66']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS6749,Liam Smith,Miami,"['EDM', 'Blues']",['Guitar'],Sound Engineer,Intermediate,21,['English'],"{'last_login': '2025-02-9', 'total_projects_created': 30, 'songs_uploaded': 16, 'profile_views': 1659}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 97', 'Review 77']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS1191,James Brown,Austin,"['EDM', 'Rock']","['Saxophone', 'Drums']",Singer,Professional,14,['Italian'],"{'last_login': '2025-02-20', 'total_projects_created': 8, 'songs_uploaded': 47, 'profile_views': 4741}","{'average_collaboration_rating': 5.0, 'reviews': ['Review 34', 'Review 70', 'Review 39']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS6761,Sophia Miller,San Francisco,"['Metal', 'Classical']",['Guitar'],Multi-Instrumentalist,Advanced,29,['English'],"{'last_login': '2025-02-16', 'total_projects_created': 19, 'songs_uploaded': 80, 'profile_views': 3689}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 20', 'Review 20']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS6278,Olivia Davis,Austin,['Rock'],['Drums'],Singer,Professional,3,"['Japanese', 'Italian']","{'last_login': '2025-02-26', 'total_projects_created': 17, 'songs_uploaded': 9, 'profile_views': 3492}","{'average_collaboration_rating': 4.9, 'reviews': ['Review 49']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS3458,Olivia Martinez,Los Angeles,"['Pop', 'Rock']","['Bass', 'Guitar']",Sound Engineer,Intermediate,4,['Portuguese'],"{'last_login': '2025-02-18', 'total_projects_created': 18, 'songs_uploaded': 82, 'profile_views': 3703}","{'average_collaboration_rating': 3.6, 'reviews': ['Review 27', 'Review 88', 'Review 15']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS2154,Sophia Garcia,Houston,"['Rock', 'Rock']",['Trumpet'],Sound Engineer,Professional,22,"['Portuguese', 'German', 'Japanese']","{'last_login': '2025-02-7', 'total_projects_created': 26, 'songs_uploaded': 65, 'profile_views': 2167}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 53', 'Review 38']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7956,Sophia Miller,Denver,['Hip-Hop'],['Piano'],Composer,Advanced,8,"['French', 'Japanese']","{'last_login': '2025-02-13', 'total_projects_created': 26, 'songs_uploaded': 6, 'profile_views': 3827}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 58', 'Review 80']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS7131,Isabella Williams,New York,"['Rock', 'EDM']","['Piano', 'Cello']",Sound Engineer,Beginner,19,"['Spanish', 'French']","{'last_login': '2025-02-4', 'total_projects_created': 14, 'songs_uploaded': 7, 'profile_views': 291}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 87']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS3962,Olivia Jones,Houston,"['EDM', 'Classical', 'Jazz']","['Bass', 'Guitar']",Singer,Intermediate,5,"['German', 'Spanish']","{'last_login': '2025-02-18', 'total_projects_created': 22, 'songs_uploaded': 48, 'profile_views': 4096}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 44', 'Review 68']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS1445,Liam Jones,Seattle,"['Classical', 'Hip-Hop', 'EDM']","['Violin', 'Drums']",Producer,Advanced,28,"['Portuguese', 'Spanish', 'French']","{'last_login': '2025-02-25', 'total_projects_created': 22, 'songs_uploaded': 25, 'profile_views': 1215}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 77']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS3398,Olivia Garcia,Los Angeles,['EDM'],['Drums'],Sound Engineer,Professional,10,"['Italian', 'English', 'French']","{'last_login': '2025-02-5', 'total_projects_created': 35, 'songs_uploaded': 79, 'profile_views': 3215}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 34']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS9846,Benjamin Davis,Houston,['Pop'],['Drums'],Sound Engineer,Advanced,3,"['German', 'Italian']","{'last_login': '2025-02-10', 'total_projects_created': 24, 'songs_uploaded': 22, 'profile_views': 864}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 95']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS8901,Isabella Rodriguez,Los Angeles,['Classical'],['Piano'],Lyricist,Advanced,21,"['English', 'German', 'French']","{'last_login': '2025-02-26', 'total_projects_created': 31, 'songs_uploaded': 45, 'profile_views': 32}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 93', 'Review 57', 'Review 45']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS8451,Noah Miller,Miami,['Pop'],['Trumpet'],Composer,Intermediate,18,['Italian'],"{'last_login': '2025-02-16', 'total_projects_created': 33, 'songs_uploaded': 7, 'profile_views': 453}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 1']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6290,Liam Miller,Houston,"['Rock', 'Metal', 'Reggae']","['Guitar', 'Flute']",Multi-Instrumentalist,Advanced,12,['German'],"{'last_login': '2025-02-25', 'total_projects_created': 7, 'songs_uploaded': 43, 'profile_views': 4908}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 96']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS5965,Ava Miller,Los Angeles,"['Pop', 'Blues', 'Classical']","['Guitar', 'Guitar']",Singer,Advanced,21,['Japanese'],"{'last_login': '2025-02-16', 'total_projects_created': 49, 'songs_uploaded': 82, 'profile_views': 299}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 77']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS3971,Sophia Miller,Denver,['Classical'],['Guitar'],Singer,Advanced,6,"['French', 'Japanese']","{'last_login': '2025-02-3', 'total_projects_created': 26, 'songs_uploaded': 62, 'profile_views': 4070}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 99']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS4983,Liam Jones,Boston,['Rock'],['Trumpet'],Singer,Intermediate,8,"['Italian', 'Japanese', 'Portuguese']","{'last_login': '2025-02-23', 'total_projects_created': 21, 'songs_uploaded': 60, 'profile_views': 1798}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 48']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS9459,Sophia Smith,Austin,"['Jazz', 'Metal', 'Rock']",['Bass'],Composer,Intermediate,4,['Spanish'],"{'last_login': '2025-02-2', 'total_projects_created': 21, 'songs_uploaded': 75, 'profile_views': 572}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 98', 'Review 60']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS4932,William Davis,Houston,"['Pop', 'Hip-Hop', 'Jazz']","['Synthesizer', 'Saxophone']",Multi-Instrumentalist,Professional,23,"['Italian', 'Japanese']","{'last_login': '2025-02-7', 'total_projects_created': 31, 'songs_uploaded': 39, 'profile_views': 2525}","{'average_collaboration_rating': 3.3, 'reviews': ['Review 51', 'Review 89', 'Review 23']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS2815,Liam Davis,Houston,"['EDM', 'EDM']",['Drums'],Composer,Advanced,29,"['Spanish', 'Italian', 'English']","{'last_login': '2025-02-13', 'total_projects_created': 46, 'songs_uploaded': 77, 'profile_views': 3612}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 56']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS9395,William Garcia,Denver,"['Pop', 'Rock', 'Rock']",['Trumpet'],Sound Engineer,Intermediate,15,"['Italian', 'German']","{'last_login': '2025-02-7', 'total_projects_created': 18, 'songs_uploaded': 86, 'profile_views': 1134}","{'average_collaboration_rating': 3.8, 'reviews': ['Review 18']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS9835,Isabella Davis,Seattle,"['EDM', 'Pop']","['Drums', 'Drums']",Lyricist,Advanced,10,"['German', 'English', 'Spanish']","{'last_login': '2025-02-8', 'total_projects_created': 27, 'songs_uploaded': 79, 'profile_views': 1761}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 97', 'Review 11']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS5031,Sophia Brown,Los Angeles,['Jazz'],['Guitar'],Sound Engineer,Advanced,15,"['English', 'German']","{'last_login': '2025-02-12', 'total_projects_created': 5, 'songs_uploaded': 48, 'profile_views': 1487}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 7', 'Review 55', 'Review 44']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7640,Ava Jones,Miami,"['Pop', 'Pop']",['Bass'],Sound Engineer,Intermediate,9,"['Italian', 'German', 'Portuguese']","{'last_login': '2025-02-12', 'total_projects_created': 7, 'songs_uploaded': 25, 'profile_views': 1391}","{'average_collaboration_rating': 4.5, 'reviews': ['Review 33', 'Review 92', 'Review 82']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS2917,Noah Garcia,San Francisco,['Classical'],['Drums'],Sound Engineer,Professional,30,['French'],"{'last_login': '2025-02-8', 'total_projects_created': 41, 'songs_uploaded': 75, 'profile_views': 1983}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 34']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS7209,Ava Davis,Chicago,"['Rock', 'Pop']","['Drums', 'Bass']",Singer,Intermediate,14,['Italian'],"{'last_login': '2025-02-9', 'total_projects_created': 6, 'songs_uploaded': 72, 'profile_views': 161}","{'average_collaboration_rating': 3.1, 'reviews': ['Review 81']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7362,Sophia Williams,Houston,"['Jazz', 'Rock']",['Saxophone'],Producer,Advanced,18,"['Italian', 'Spanish', 'German']","{'last_login': '2025-02-10', 'total_projects_created': 43, 'songs_uploaded': 17, 'profile_views': 3011}","{'average_collaboration_rating': 3.9, 'reviews': ['Review 44', 'Review 57', 'Review 1']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1273,Ava Jones,Miami,"['Pop', 'Rock']",['Violin'],Sound Engineer,Professional,15,"['Italian', 'French']","{'last_login': '2025-02-19', 'total_projects_created': 25, 'songs_uploaded': 10, 'profile_views': 3314}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 68']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS2502,William Garcia,Chicago,['Jazz'],['Trumpet'],Producer,Advanced,8,"['Japanese', 'Portuguese']","{'last_login': '2025-02-2', 'total_projects_created': 14, 'songs_uploaded': 62, 'profile_views': 4638}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 3']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS1796,Sophia Miller,New York,"['Jazz', 'Hip-Hop', 'Rock']",['Guitar'],Composer,Intermediate,14,"['Japanese', 'Italian']","{'last_login': '2025-02-15', 'total_projects_created': 18, 'songs_uploaded': 94, 'profile_views': 4981}","{'average_collaboration_rating': 4.4, 'reviews': ['Review 90', 'Review 18']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS6184,Olivia Rodriguez,Denver,"['Pop', 'Rock', 'Rock']",['Guitar'],Composer,Intermediate,14,"['Japanese', 'Italian']","{'last_login': '2025-02-7', 'total_projects_created': 32, 'songs_uploaded': 27, 'profile_views': 4677}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 24', 'Review 64']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS7645,Ava Brown,Denver,"['Jazz', 'Rock', 'Rock']","['Saxophone', 'Drums']",Sound Engineer,Intermediate,12,"['English', 'German']","{'last_login': '2025-02-21', 'total_projects_created': 50, 'songs_uploaded': 79, 'profile_views': 4445}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 81', 'Review 52', 'Review 100']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS8913,Ava Smith,Chicago,"['Classical', 'Folk']","['Bass', 'Guitar']",Composer,Intermediate,27,"['English', 'Japanese']","{'last_login': '2025-02-3', 'total_projects_created': 11, 'songs_uploaded': 98, 'profile_views': 659}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 26']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8915,James Smith,Chicago,['Blues'],['Saxophone'],Composer,Intermediate,13,"['Italian', 'Japanese', 'French']","{'last_login': '2025-02-1', 'total_projects_created': 32, 'songs_uploaded': 38, 'profile_views': 4771}","{'average_collaboration_rating': 3.6, 'reviews': ['Review 25']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS6510,Liam Garcia,Chicago,"['Jazz', 'Pop', 'Hip-Hop']",['Guitar'],Composer,Intermediate,12,"['Italian', 'Japanese', 'Portuguese']","{'last_login': '2025-02-6', 'total_projects_created': 28, 'songs_uploaded': 55, 'profile_views': 287}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 79', 'Review 2']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS1243,Isabella Davis,Denver,"['Pop', 'EDM', 'Rock']",['Violin'],Singer,Professional,10,"['Japanese', 'German']","{'last_login': '2025-02-2', 'total_projects_created': 35, 'songs_uploaded': 53, 'profile_views': 1189}","{'average_collaboration_rating': 4.8, 'reviews': ['Review 63', 'Review 22', 'Review 7']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS4875,Sophia Miller,Chicago,['Jazz'],"['Guitar', 'Drums']",Sound Engineer,Advanced,6,['German'],"{'last_login': '2025-02-18', 'total_projects_created': 23, 'songs_uploaded': 39, 'profile_views': 977}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 79', 'Review 12']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS3033,James Smith,Denver,"['Pop', 'Rock']","['Drums', 'Guitar']",Producer,Advanced,24,"['Italian', 'German']","{'last_login': '2025-02-3', 'total_projects_created': 25, 'songs_uploaded': 93, 'profile_views': 1372}","{'average_collaboration_rating': 4.0, 'reviews': ['Review 74', 'Review 53']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS2057,Emma Jones,Denver,"['Pop', 'EDM', 'Pop']","['Drums', 'Guitar']",Lyricist,Beginner,18,"['Japanese', 'Spanish', 'Italian']","{'last_login': '2025-02-10', 'total_projects_created': 44, 'songs_uploaded': 95, 'profile_views': 3294}","{'average_collaboration_rating': 3.4, 'reviews': ['Review 29']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS8781,Benjamin Davis,Los Angeles,['Folk'],['Guitar'],Sound Engineer,Beginner,25,"['Spanish', 'Italian', 'German']","{'last_login': '2025-02-17', 'total_projects_created': 23, 'songs_uploaded': 63, 'profile_views': 817}","{'average_collaboration_rating': 4.2, 'reviews': ['Review 35']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS5253,Isabella Johnson,Boston,"['Classical', 'Reggae']","['Drums', 'Drums']",Producer,Advanced,6,"['French', 'Spanish']","{'last_login': '2025-02-12', 'total_projects_created': 29, 'songs_uploaded': 57, 'profile_views': 2625}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 4', 'Review 98', 'Review 74']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS9411,Ava Miller,Houston,"['Rock', 'Blues', 'Classical']",['Guitar'],Sound Engineer,Intermediate,28,"['German', 'French']","{'last_login': '2025-02-13', 'total_projects_created': 37, 'songs_uploaded': 52, 'profile_views': 3821}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 5', 'Review 76']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS1557,Isabella Smith,Boston,"['Blues', 'EDM', 'Jazz']",['Violin'],Sound Engineer,Advanced,5,"['Portuguese', 'Italian', 'Japanese']","{'last_login': '2025-02-1', 'total_projects_created': 45, 'songs_uploaded': 48, 'profile_views': 4589}","{'average_collaboration_rating': 4.6, 'reviews': ['Review 11', 'Review 32', 'Review 2']}","{'data_consent': True, 'profile_visibility': 'Private'}"
MUS5408,Ava Miller,Houston,['Jazz'],"['Saxophone', 'Guitar']",Producer,Professional,20,"['Italian', 'French', 'Portuguese']","{'last_login': '2025-02-2', 'total_projects_created': 13, 'songs_uploaded': 26, 'profile_views': 517}","{'average_collaboration_rating': 4.5, 'reviews': ['Review 91', 'Review 78']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8739,Sophia Jones,Denver,"['Classical', 'Jazz', 'Pop']","['Guitar', 'Guitar']",Singer,Advanced,16,"['Portuguese', 'French']","{'last_login': '2025-02-10', 'total_projects_created': 6, 'songs_uploaded': 41, 'profile_views': 770}","{'average_collaboration_rating': 3.8, 'reviews': ['Review 83', 'Review 36']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8371,James Jones,New York,"['Rock', 'Pop']","['Piano', 'Guitar']",Singer,Advanced,2,"['French', 'Portuguese']","{'last_login': '2025-02-25', 'total_projects_created': 42, 'songs_uploaded': 64, 'profile_views': 3509}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 86', 'Review 1']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS3739,Isabella Johnson,Austin,['Rock'],['Piano'],Singer,Advanced,18,"['German', 'Japanese', 'English']","{'last_login': '2025-02-1', 'total_projects_created': 18, 'songs_uploaded': 71, 'profile_views': 547}","{'average_collaboration_rating': 4.7, 'reviews': ['Review 33', 'Review 70', 'Review 34']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS4302,Olivia Miller,Denver,"['Rock', 'Hip-Hop', 'Classical']",['Violin'],Singer,Advanced,21,['Spanish'],"{'last_login': '2025-02-8', 'total_projects_created': 15, 'songs_uploaded': 21, 'profile_views': 3034}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 22', 'Review 88', 'Review 100']}","{'data_consent': False, 'profile_visibility': 'Private'}"
MUS7490,William Johnson,New York,['Classical'],"['Guitar', 'Saxophone']",Composer,Advanced,14,['Portuguese'],"{'last_login': '2025-02-3', 'total_projects_created': 48, 'songs_uploaded': 33, 'profile_views': 1475}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 80', 'Review 13']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS3557,Liam Johnson,New York,['EDM'],"['Piano', 'Violin']",Singer,Intermediate,26,"['Japanese', 'English', 'Portuguese']","{'last_login': '2025-02-23', 'total_projects_created': 18, 'songs_uploaded': 90, 'profile_views': 83}","{'average_collaboration_rating': 3.2, 'reviews': ['Review 38', 'Review 34', 'Review 61']}","{'data_consent': False, 'profile_visibility': 'Public'}"
MUS7216,Emma Miller,Seattle,"['Classical', 'Folk', 'Pop']",['Guitar'],Producer,Advanced,17,"['English', 'Spanish']","{'last_login': '2025-02-27', 'total_projects_created': 17, 'songs_uploaded': 31, 'profile_views': 4108}","{'average_collaboration_rating': 3.7, 'reviews': ['Review 1']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS8729,Ava Miller,Chicago,"['Rock', 'Jazz']",['Bass'],Singer,Intermediate,14,['French'],"{'last_login': '2025-02-5', 'total_projects_created': 45, 'songs_uploaded': 49, 'profile_views': 4990}","{'average_collaboration_rating': 4.1, 'reviews': ['Review 65', 'Review 93', 'Review 96']}","{'data_consent': True, 'profile_visibility': 'Public'}"
MUS1326,Liam Johnson,New York,"['Rock', 'Rock']","['Guitar', 'Drums']",Lyricist,Advanced,27,['Japanese'],"{'last_login': '2025-02-17', 'total_projects_created': 45, 'songs_uploaded': 62, 'profile_views': 3697}","{'average_collaboration_rating': 3.5, 'reviews': ['Review 76', 'Review 15', 'Review 79']}","{'data_consent': False, 'profile_visibility': 'Private'}"
